sample_id,material_branch,temperature_C,temperature_K,rb_auto_ohm,rb_manual_ohm,rb_selected_ohm,rb_selection_source,rb_delta_pct_vs_manual,abs_rb_delta_pct_vs_manual,selected_conductivity_s_cm,formal_thickness_cm,area_cm2,qc_tier,claim_allowed,qc_note,sequence_direction_inferred,sequence_warning,geometry_conflict
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-66,207.15,385.94176,410.7,410.7,manual,-6.0283,6.0283,7.4536754e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-69,204.15,594.427,609.1,609.1,manual,-2.40896,2.40896,5.0258159e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-72,201.15,878.625,916,916,manual,-4.08024,4.08024,3.3419481e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-75,198.15,1440.5601,1434,1434,manual,0.457466,0.457466,2.1347451e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-78,195.15,3665.3182,3511,3511,manual,4.39528,4.39528,8.7189533e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-81,192.15,7987.2449,7113,7113,manual,12.2908,12.2908,4.3037038e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,25,298.15,0.68678046,0.61925,0.61925,manual,10.9052,10.9052,0.016478129,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,22,295.15,0.5060732,0.45252,0.45252,manual,11.8344,11.8344,0.02254946,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,18,291.15,0.51588499,0.46052,0.46052,manual,12.0223,12.0223,0.022157738,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,16,289.15,0.51930041,0.46422,0.46422,manual,11.8652,11.8652,0.021981133,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,13,286.15,0.53070311,0.4715,0.4715,manual,12.5563,12.5563,0.021641743,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,10,283.15,0.53273632,0.47368,0.47368,manual,12.4676,12.4676,0.021542142,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,7,280.15,0.53712176,0.47699,0.47699,manual,12.6065,12.6065,0.021392653,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,4,277.15,0.54946698,0.48602,0.48602,manual,13.0544,13.0544,0.020995189,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,1,274.15,0.55422166,0.48993,0.48993,manual,13.1226,13.1226,0.020827632,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-2,271.15,0.59974874,0.53131,0.53131,manual,12.8811,12.8811,0.019205514,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-5,268.15,0.60881388,0.539,0.539,manual,12.9525,12.9525,0.018931506,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-8,265.15,0.6268179,0.55333,0.55333,manual,13.281,13.281,0.018441222,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-11,262.15,0.63992564,0.56046,0.56046,manual,14.1786,14.1786,0.018206619,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-14,259.15,0.63203772,0.55678,0.55678,manual,13.5166,13.5166,0.018326954,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-17,256.15,0.6563945,0.57508,0.57508,manual,14.1397,14.1397,0.01774376,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-20,253.15,0.66752345,0.58498,0.58498,manual,14.1105,14.1105,0.017443471,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-23,250.15,0.69730308,0.611,0.611,manual,14.1249,14.1249,0.016700625,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-26,247.15,0.73635452,0.64595,0.64595,manual,13.9956,13.9956,0.015797015,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-29,244.15,0.78181808,0.68689,0.68689,manual,13.82,13.82,0.014855481,0.02,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-32,241.15,0.81757525,0.72278,0.72278,manual,13.1154,13.1154,0.014117825,0.02,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-35,238.15,0.95495102,0.85515,0.85515,manual,11.6706,11.6706,0.011932505,0.02,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-38,235.15,1.8025505,1.691,1.691,manual,6.59672,6.59672,0.0060343475,0.02,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-41,232.15,2.6844001,2.587,2.587,manual,3.76498,3.76498,0.0039443686,0.02,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-44,229.15,4.1417134,4.075,4.075,manual,1.63714,1.63714,0.0025040691,0.02,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-47,226.15,7.0991842,7.16,7.16,manual,-0.849383,0.849383,0.0014251511,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-50,223.15,11.581883,11.91,11.91,manual,-2.75497,2.75497,0.00085676588,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-53,220.15,21.563063,22.58,22.58,manual,-4.50371,4.50371,0.00045190796,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-56,217.15,39.202641,41.55,41.55,manual,-5.64948,5.64948,0.0002455856,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-59,214.15,78.643709,84.06,84.06,manual,-6.44336,6.44336,0.00012139045,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-62,211.15,145.92363,158,158,manual,-7.64327,7.64327,6.4582795e-05,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-65,208.15,276.08301,339.1,339.1,manual,-18.5836,18.5836,3.0091659e-05,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-68,205.15,594.55499,652.2,652.2,manual,-8.83855,8.83855,1.5645633e-05,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-71,202.15,1014.3,1308,1308,manual,-22.4541,22.4541,7.8012857e-06,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.29CS,LRS/PVA/attapulgite/H3PO4,-74,199.15,2641.8401,5242,5242,manual,-49.6024,49.6024,1.9466008e-06,0.02,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,18,291.15,2.104181,2.035,2.035,manual,3.39956,3.39956,0.012535727,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,15,288.15,2.1267576,2.051,2.051,manual,3.69369,3.69369,0.012437935,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,12,285.15,2.1243391,2.049,2.049,manual,3.67687,3.67687,0.012450075,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,9,282.15,2.1687558,2.055,2.055,manual,5.53556,5.53556,0.012413725,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,6,279.15,1.9849671,1.912,1.912,manual,3.81627,3.81627,0.013342157,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,3,276.15,2.1301247,2.046,2.046,manual,4.11167,4.11167,0.01246833,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,0,273.15,2.2201751,2.122,2.122,manual,4.62653,4.62653,0.012021774,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-3,270.15,2.2391171,2.139,2.139,manual,4.68056,4.68056,0.011926229,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-6,267.15,2.2333154,2.135,2.135,manual,4.60494,4.60494,0.011948573,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-9,264.15,2.4129111,2.3,2.3,manual,4.90918,4.90918,0.011091393,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-12,261.15,2.4001659,2.295,2.295,manual,4.58239,4.58239,0.011115557,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-15,258.15,2.5792913,2.468,2.468,manual,4.50937,4.50937,0.010336387,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-18,255.15,2.757609,2.63,2.63,manual,4.85205,4.85205,0.0096996974,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-21,252.15,2.9020637,2.777,2.777,manual,4.50355,4.50355,0.0091862456,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-24,249.15,3.2365548,3.091,3.091,manual,4.70899,4.70899,0.0082530586,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-27,246.15,55.043368,40.16,40.16,manual,37.0602,37.0602,0.00063521425,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-30,243.15,172.53201,171.4,171.4,manual,0.660447,0.660447,0.00014883433,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-33,240.15,247.808,241.2,241.2,manual,2.73963,2.73963,0.0001057637,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-36,237.15,373.18899,361.6,361.6,manual,3.20492,3.20492,7.0548131e-05,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-39,234.15,589.68903,565.9,565.9,manual,4.20375,4.20375,4.5078996e-05,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-42,231.15,783.77197,753.4,753.4,manual,4.03132,4.03132,3.3860106e-05,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-45,228.15,1671.76,1671,1671,manual,0.0454823,0.0454823,1.526643e-05,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-48,225.15,2110.78,2141,2141,manual,-1.41149,1.41149,1.1915088e-05,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-51,222.15,2988.25,3027,3027,manual,-1.28015,1.28015,8.4275534e-06,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-54,219.15,4450.8101,4501,4501,manual,-1.11508,1.11508,5.6676748e-06,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-57,216.15,8517.9805,8389,8389,manual,1.5375,1.5375,3.0409112e-06,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.30CS,chitosan/PVA/attapulgite/H3PO4,-60,213.15,11600.9,11484,11484,manual,1.01794,1.01794,2.2213692e-06,0.05,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,18,291.15,2.5244937,2.443,2.443,manual,3.3358,3.3358,0.012530596,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,15,288.15,2.2307865,2.213,2.213,manual,0.80373,0.80373,0.013832917,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,12,285.15,2.2414504,2.218,2.218,manual,1.05728,1.05728,0.013801733,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,9,282.15,2.3077283,2.288,2.288,manual,0.862252,0.862252,0.013379478,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,6,279.15,2.3653283,2.345,2.345,manual,0.866878,0.866878,0.013054262,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,3,276.15,2.4427007,2.42,2.42,manual,0.938043,0.938043,0.012649688,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,0,273.15,2.7311844,2.689,2.689,manual,1.56878,1.56878,0.011384249,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-3,270.15,2.6934897,2.663,2.663,manual,1.14494,1.14494,0.011495398,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-6,267.15,2.7808134,2.745,2.745,manual,1.30468,1.30468,0.011152002,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-9,264.15,2.9101236,2.876,2.876,manual,1.1865,1.1865,0.010644035,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-12,261.15,3.0426465,3.008,3.008,manual,1.15181,1.15181,0.010176943,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-15,258.15,3.3745327,3.331,3.331,manual,1.3069,1.3069,0.0091901065,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-18,255.15,3.5862385,3.536,3.536,manual,1.42077,1.42077,0.0086573091,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-21,252.15,3.8260228,3.781,3.781,manual,1.19077,1.19077,0.0080963356,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-24,249.15,4.098503,4.053,4.053,manual,1.1227,1.1227,0.0075529842,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-27,246.15,4.6254024,4.575,4.575,manual,1.10169,1.10169,0.0066912011,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-30,243.15,4.9854593,4.913,4.913,manual,1.47485,1.47485,0.006230866,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-33,240.15,5.5917771,5.427,5.427,manual,3.03625,3.03625,0.0056407306,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-36,237.15,142.11158,164.1,164.1,manual,-13.3994,13.3994,0.00018654628,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-39,234.15,481.718,418.7,418.7,manual,15.0509,15.0509,7.3112598e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-42,231.15,636.04901,626,626,manual,1.60527,1.60527,4.890135e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-45,228.15,1164.37,1138,1138,manual,2.31722,2.31722,2.6900039e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-48,225.15,1420.22,1429,1429,manual,-0.614418,0.614418,2.1422145e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-51,222.15,2132.8799,2153,2153,manual,-0.934515,0.934515,1.4218414e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-54,219.15,3805.1399,3859,3859,manual,-1.3957,1.3957,7.9326885e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-57,216.15,5958.2598,5928,5928,manual,0.510455,0.510455,5.1640089e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.1CS,chitosan/PVA/attapulgite/H3PO4,-60,213.15,11325.5,11195,11195,manual,1.1657,1.1657,2.7344569e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,20,293.15,0.63597141,,0.63597141,auto,,,0.017649362,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
